company1@gmail.com,1,"Macinato 500g CSV",NULL,6.90,Abruzzo,carne,https://i0.wp.com/www.alpassofood.com/wp-content/uploads/2022/07/Carne-macinata.jpeg?fit=853%2C853&ssl=1
company1@gmail.com,2,"Banane 800g CSV",NULL,3.50,Abruzzo,frutta,https://i0.wp.com/www.alpassofood.com/wp-content/uploads/2023/05/banane-bio-fairtrade-1-e1683809595597.jpg?fit=1235%2C1235&ssl=1
company1@gmail.com,3,"Arance 1Kg CSV",NULL,3.50,Abruzzo,frutta,https://i0.wp.com/www.alpassofood.com/wp-content/uploads/2022/05/Arance-Navel-Lane-Late-e1651680132312.png?fit=1920%2C1920&ssl=1
company1@gmail.com,4,"Fragole 300g CSV",NULL,3.50,Abruzzo,frutta,https://i0.wp.com/www.alpassofood.com/wp-content/uploads/2021/03/Favetta-di-Terracina-IGP-1.jpg?w=425&ssl=1
company1@gmail.com,5,"Fagiolini Corallo 500g CSV",NULL,3.90,Abruzzo,verdura,https://www.alpassofood.com/wp-content/uploads/2023/05/fagioli-corallo_1575x-e1622028739307-600x600-1.jpg
company1@gmail.com,6,"Pomodoro Ciliegino 700g CSV",NULL,4.90,Abruzzo,verdura,https://www.alpassofood.com/wp-content/uploads/2023/05/Pomodoro-Ciliegino.jpg
company1@gmail.com,7,"Zucchina 800g CSV",NULL,4.50,Abruzzo,verdura,https://www.alpassofood.com/wp-content/uploads/2023/05/zucchinaverde-e1683828512317.jpg
company1@gmail.com,8,"Aglio 300g CSV",NULL,2.90,Abruzzo,verdura,https://www.alpassofood.com/wp-content/uploads/2022/04/Aglio-fresco-.jpg
company1@gmail.com,9,"Cetriolo 600g CSV",NULL,2.50,Abruzzo,verdura,https://www.alpassofood.com/wp-content/uploads/2021/06/Cetrioli-Locali.jpg
company1@gmail.com,10,"Melanzana 800g CSV",NULL,3.50,Abruzzo,verdura,https://www.alpassofood.com/wp-content/uploads/2021/06/MELANZANE-STRIATE.jpg
company1@gmail.com,11,"Asparagi 400g CSV",NULL,5.50,Abruzzo,verdura,https://www.alpassofood.com/wp-content/uploads/2021/03/asperge-verte-bio-en-botte-de-500-g-e1648633379864-600x600.jpg
company1@gmail.com,12,"4 Hamburger 550g CSV",NULL,8.50,Abruzzo,carne,https://www.alpassofood.com/wp-content/uploads/2022/07/Hamburger-600x600.jpeg
company1@gmail.com,13,"Straccetti 500g CSV",NULL,11.50,Abruzzo,carne,https://www.alpassofood.com/wp-content/uploads/2022/07/Straccetti.jpg
company1@gmail.com,14,"Bistecca Fiorentina 1Kg CSV",NULL,38.00,Abruzzo,carne,https://www.alpassofood.com/wp-content/uploads/2020/11/bistecca-fiorentina-.jpg
